職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點
10/25更新,"【2023年度擴大徵才】Java軟體技術工程師 【OS】",待遇面議,普鴻資訊股份有限公司,210人,2年以上,"Git、Java、JSP、Spring、Struts、MS SQL、MySQL、Oracle、ActiveX、HTML、J2EE、JavaScript、jQuery、CSS、VueJS、Angular",電腦軟體服務業,雙北
10/19更新,"Java 軟體工程師 | Fintech","年薪850,000~1,000,000元",一通數位有限公司,25人,2年以上,Linux、Jenkins、Java、Spring,電腦軟體服務業,雙北
10/24更新,"Senior Java Backend Developer/資深後端工程師",待遇面議,奕兆有限公司,暫不提供,5年以上,OOP、UML、Git、Java、Spring、AWS、SOAP、TCP/IP,電腦軟體服務業,雙北
09/14更新,"java 程式設計師","月薪28,000~80,000元",商智資訊股份有限公司,90人,1年以上,Java、JSP、Spring,電腦軟體服務業,雙北
10/17更新,Java軟體工程師,待遇面議,復騰顧問有限公司,25人,3年以上,Git、Java、Spring、JavaScript,其它軟體及網路相關業,雙北
10/25更新,"〔資訊〕Java 程式設計師 (法金系統)",待遇面議,台新金控_台新國際商業銀行股份有限公司,10000人,1年以上,Java,銀行業,雙北
10/03更新,"(Java)  Java  軟體工程師","月薪35,000~90,000元",華威數位財金科技股份有限公司,100人,不拘,"Java、MS SQL、HTML、JavaScript、jQuery",電腦軟體服務業,雙北
09/25更新,【視訊面試】Java工程師,待遇面議,宏益科技服務股份有限公司,60人,2年以上,Java、Spring、Oracle,電腦軟體服務業,雙北
10/20更新,"Java Spring後端/資深後端工程師 Java Spring Sr.Backend Programmer",待遇面議,"Shoalter Technology Ltd. (Member of HKTV Grp.) _英屬維京群島商易貿創投有限公司台灣分公司",130人,2年以上,Java、Spring、MySQL、JavaScript,其它軟體及網路相關業,雙北
10/18更新,"JSP JAVA 前後端程式設計師(台北)",待遇面議,Atos_台灣源訊科技股份有限公司,150人,2年以上,AJAX、Java、JSP、Spring、JavaScript、jQuery,電腦系統整合服務業,雙北
10/27更新,JAVA程式設計師2,待遇面議,第一產物保險股份有限公司,800人,3年以上,Linux、Java、JSP、Spring、Struts、Oracle、HTML、JavaScript、jQuery、ReactJS、Excel,產物保險業,雙北
10/24更新,資深Java軟體工程師,待遇面議,潤新資訊股份有限公司,暫不提供,3年以上,Git、AJAX、Java、JMS、JSP、Spring、HTML、J2EE、JavaScript、jQuery、CSS,電腦軟體服務業,雙北
08/07更新,"Java 後端工程師","月薪47,000~80,000元",傑泰軟體開發股份有限公司,暫不提供,3年以上,Github、Git、Java、JavaScript、Node.js,電腦軟體服務業,台中
10/18更新,"JR202304015_IT Java 高級工程師 - 內湖",待遇面議,Advantech_研華股份有限公司,9430人,不拘,"Java、Spring、MS SQL",電腦系統整合服務業,雙北
10/06更新,金控業中級Java工程師,"月薪50,000~75,000元",仁維軟體科技有限公司,35人,3年以上,Git、Java、Spring、DB2、Oracle、J2EE、JavaScript、jQuery,電腦系統整合服務業,雙北
09/14更新,【數位文創-資訊服務部】網站JAVA工程師,待遇面議,聯合數位文創股份有限公司,145人,1年以上,AJAX、Java、jQuery,藝文服務業,雙北
10/19更新,Java程式設計師,待遇面議,天晴資訊有限公司,15人,不拘,不拘,其它軟體及網路相關業,雙北
10/11更新,【台北總部】eHRD事業群_金融暨服務事業處_後端工程師(JAVA),"月薪32,000~42,000元",旭聯科技股份有限公司,170人,不拘,Java,網際網路相關業,雙北
09/15更新,Java後端工程師,待遇面議,口袋證券股份有限公司,94人,2年以上,"Java、JSP、Spring、MS SQL、JavaScript、HTTP、Socket",證券及期貨業,雙北
10/02更新,"Senior Android Java Developer","月薪40,000~70,000元",群傳媒股份有限公司,45人,3年以上,Android、Java、Kotlin、HTML、JavaScript、CSS,網際網路相關業,雙北
10/24更新,"Java Backend Developer/後端工程師",待遇面議,奕兆有限公司,暫不提供,3年以上,Java,電腦軟體服務業,雙北
10/04更新,"Java 系統架構師","月薪50,000元以上",瑪亞資訊科技有限公司,60人,不拘,Linux、Git、Java、JSP、Spring、Struts、JDBC、Oracle、Tomcat、HTML、J2EE、JavaScript、jQuery、CSS、VueJS、Angular,電腦軟體服務業,高雄
10/23更新,"Java 工程師 (台北)",待遇面議,廣晉軟體股份有限公司,60人,2年以上,Java、Spring、HTML、JavaScript、jQuery,電腦系統整合服務業,雙北
08/25更新,"JAVA 程式設計師",待遇面議,志弘資訊股份有限公司,20人,不拘,"AJAX、Java、JSP、Data Modeling、JDBC、MySQL、ODBC、Oracle、PL/SQL、RDBMS、Tomcat、EJB、JavaScript、XML Web services、CSS",電腦軟體服務業,雙北
10/24更新,Java/PHP軟體工程師(後端),待遇面議,雲想科技股份有限公司,22人,2年以上,"AJAX、Java、PHP、Spring、MS SQL、MySQL、Angular",電腦系統整合服務業,台中
10/18更新,"D4000 網站開發工程師(Java) 【台中】",待遇面議,富邦媒體科技股份有限公司(富邦momo),2900人,1年以上,Java、Spring、HTML、JavaScript,百貨相關業,雙北
10/20更新,"EIS | (年度擴編) | Java Engineer 後端工程師",待遇面議,殷富資訊股份有限公司,95人,2年以上,Java、Spring、Oracle、PostgreSQL、HTML、JavaScript、CSS,電腦及其週邊設備製造業,雙北
10/26更新,".Net / Java Developers (銀行) - FP08TICT",待遇面議,"Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司",250人,1年以上,"Jenkins、ASP.NET、Java、MS SQL、MySQL、Oracle、HTML、CSS",電腦軟體服務業,雙北
09/26更新,"Java (Springboot Framework) Developer","月薪60,000元以上",艾福提資訊有限公司,25000人,不拘,Linux、Java、MySQL、PostgreSQL、HTML、JavaScript、CSS,電腦軟體服務業,雙北
09/27更新,"資深Java 程式設計師 / 系統分析師",待遇面議,艾帝浦杰股份有限公司,60人,3年以上,不拘,電腦軟體服務業,桃園
10/26更新,"Senior Full Stack Java Developer 資深全端工程師 (外商零售) - TP09CH",待遇面議,"Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司",250人,5年以上,Java、Spring、ReactJS、Junit,電腦軟體服務業,雙北
10/25更新,Java工程師(G),"月薪33,000~52,000元",關貿網路股份有限公司,670人,不拘,不拘,電腦系統整合服務業,雙北
10/23更新,Java程式設計師,"月薪35,000元以上",臺灣行動支付股份有限公司,暫不提供,不拘,Java,其他金融及輔助業,雙北
10/26更新,Java軟體工程師(高雄),"月薪32,000~59,000元",雲端達人科技股份有限公司,70人,不拘,Java、Spring,電腦軟體服務業,高雄
10/25更新,【資訊人員】Java軟體開發工程師/資深工程師-依學經歷核敘,待遇面議,裕隆集團_新鑫股份有限公司,500人,2年以上,"OOP、Git、AJAX、Java、JSP、MS SQL、HTML、JavaScript、jQuery、CSS",其他金融及輔助業,雙北
10/02更新,"後端Java程式設計師 (Back-End Developer)_資訊部",待遇面議,樂天國際商業銀行股份有限公司,暫不提供,3年以上,Linux、Git、Java、Spring,銀行業,雙北
10/18更新,資深Java工程師,待遇面議,大極科技有限公司,65人,3年以上,不拘,電腦軟體服務業,雙北
10/23更新,"【金融科技】JAVA 工程師-高雄(新人)","月薪40,000~50,000元",玉山銀行_玉山商業銀行股份有限公司,8000人,不拘,Java,銀行業,高雄
10/25更新,JAVA軟體開發工程師(南區-高雄軟體科技園區),"月薪35,000~55,000元",中偉科技股份有限公司,60人,1年以上,AJAX、Java、Spring、MySQL、PostgreSQL、JavaScript、jQuery,通訊機械器材相關業,高雄
10/11更新,【總公司】運務系統Java開發工程師,待遇面議,新竹物流股份有限公司,5000人,3年以上,Java、Oracle,儲配／運輸物流業,雙北
10/23更新,"JSP WEB 全端程式設計師 / Java 程式設計師 (新北巿新店)","月薪32,000~45,000元",巨創策略股份有限公司,25人,1年以上,AJAX、Java、JSP、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北
10/26更新,JAVA軟體工程師,待遇面議,瑞盈軟體有限公司,暫不提供,1年以上,OOAD、OOP、Java、Spring、MySQL、Oracle、PL/SQL、Tomcat、EJB、J2EE、Junit,電腦軟體服務業,台中
10/13更新,"Java Web資深軟體工程師","月薪55,000~90,000元",悅慶資訊有限公司,60人,3年以上,不拘,電腦軟體服務業,雙北
09/27更新,JAVA通路工程師(資訊部)-歡迎具原住民身份投遞,待遇面議,旺旺友聯產物保險股份有限公司,1000人,不拘,"Java、JSP、Spring、Struts、MS SQL、Oracle、Tomcat、WebLogic、JavaScript、jQuery",產物保險業,雙北
10/20更新,"JAVA Spring Boots / JSP軟體工程師","月薪40,000~80,000元",盛威資訊服務股份有限公司,100人,1年以上,"Linux、Github、Git、Java、Spring、MS SQL、MySQL、AWS、HTML、JavaScript、jQuery、CSS",電腦軟體服務業,台中
08/24更新,"Java 軟體工程師","月薪42,000元以上",智湧科技有限公司,暫不提供,1年以上,不拘,網際網路相關業,雙北
10/25更新,【資訊科技】Java工程師(客戶關係系統科),"月薪37,000元以上",富邦人壽保險股份有限公司(總公司),24000人,不拘,不拘,人身保險業,雙北
10/20更新,"Java 全端軟體工程師","月薪50,000~80,000元",華擎軟體科技有限公司,40人,1年以上,AJAX、Java、JSP、Spring、JDBC、Angular,電腦系統整合服務業,雙北
10/19更新,Java軟體工程師<S>,待遇面議,雙子數位科技有限公司,暫不提供,3年以上,Java、Spring、Struts、MySQL、Oracle、HTML、J2EE、JavaScript、jQuery、CSS,電腦軟體服務業,雙北
10/25更新,【TenMax】Java工程師,待遇面議,騰學廣告科技股份有限公司,60人,不拘,不拘,電腦軟體服務業,雙北
10/28更新,Java資深程式設計師,待遇面議,新加坡商認和科技有限公司台灣分公司,6人,5年以上,Linux、Java、Spring、MySQL、Oracle,電腦軟體服務業,雙北
07/21更新,"Sr. Backend Developer 資深後端工程師(Java)",待遇面議,天脈科技股份有限公司,100人,5年以上,Java、Spring、MySQL,電腦軟體服務業,雙北
10/18更新,Java程式設計師(桃園龜山),待遇面議,前進國際股份有限公司,80人,2年以上,Java、JavaScript、jQuery,電腦軟體服務業,桃園
10/12更新,培訓JAVA軟體工程師(無經驗可),待遇面議,万十科技股份有限公司,6人,不拘,不拘,其它軟體及網路相關業,其他
10/25更新,"Java Software Programmer：Java軟體設計師【※歡迎緯育TibaMe學員投遞履歷】","月薪38,000~50,000元","HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",160人,不拘,不拘,電腦系統整合服務業,雙北
10/26更新,"JR101203 保服系統科Java工程師",待遇面議,中國人壽保險股份有限公司(總公司),13539人,3年以上,Java,人身保險業,雙北
10/25更新,"JAVA軟體工程師 - 台北總部","月薪60,000~95,000元",字神帝國英語學院_新視界國際文教顧問有限公司,20人,2年以上,"Java、JSP、Spring、Struts、MS SQL、MySQL、WebLogic、J2EE、JavaScript、XML、jQuery",補習班,雙北
10/20更新,"Java Web軟體工程師","月薪40,000~65,000元",悅慶資訊有限公司,60人,1年以上,"Java、Spring、MS SQL、JavaScript",電腦軟體服務業,雙北
10/11更新,"軟體開發工程師 Software Engineer – Java",待遇面議,夢想家金融科技有限公司,15人,5年以上,Java、MySQL,電腦軟體服務業,雙北
10/06更新,JAVA工程師,"月薪40,000~45,000元",泛太資訊科技開發股份有限公司,50人,1年以上,ASP.NET、Java、JavaScript,電腦系統整合服務業,雙北
10/25更新,"全科集團_(全科綜電)Web Application軟體開發工程師",待遇面議,全科科技股份有限公司,230人,2年以上,"Servlets、Git、Java、JSP、Spring、Visual Studio、PostgreSQL、HTML、JavaScript、CSS、Node.js、ReactNative、ReactJS、Redux、Firewall、GIS",其他電子零組件相關業,雙北
10/28更新,"Java Web工程師","月薪28,000~75,000元",尚程資訊有限公司,20人,1年以上,"AJAX、Java、JSF、JSP、Spring、JDBC、MS SQL、Oracle、HTML、JavaScript、jQuery、CSS",電腦軟體服務業,雙北
10/26更新,資深Java軟體工程師,待遇面議,雲端達人科技股份有限公司,70人,2年以上,"Servlets、Github、Git、Java、JSP、Spring、MS SQL、JavaScript、jQuery、Angular",電腦軟體服務業,雙北
10/20更新,Java初階工程師(三重),"月薪35,000~45,000元",越世實業股份有限公司,60人,不拘,不拘,其它軟體及網路相關業,雙北
10/04更新,培訓JAVA開發工程師,"月薪28,000~45,000元",天晴資訊有限公司,15人,1年以上,"OOAD、AJAX、ASP.NET、Java、JMS、JSF、JSP、Spring、JDBC、MS SQL、MySQL、HTML、J2EE、JavaScript、jQuery、CSS、VueJS、Angular",其它軟體及網路相關業,雙北
10/24更新,【資訊科技】數位平台Java系統開發工程師,待遇面議,遠東國際商業銀行股份有限公司,2511人,5年以上,Servlets、Java、JSF、JSP、Spring、WebSphere、jQuery,銀行業,雙北
10/18更新,"Java 軟體開發工程師(ITU6)","年薪617,500~1,000,000元",大聯大控股股份有限公司,5000人,1年以上,Linux、Servlets、Java、Spring、Oracle,其他半導體相關業,雙北
10/20更新,"Java Web軟體技術工程師(集團聯徵)",待遇面議,華致資訊開發股份有限公司,55人,3年以上,Java、Spring、Oracle、PostgreSQL,電腦系統整合服務業,高雄
10/12更新,後端工程師(Java),"月薪56,000元以上",康統醫學科技股份有限公司,10人,2年以上,Git、Java、Spring、MySQL、Tomcat,電腦軟體服務業,雙北
10/26更新,"Java Software Design Engineer(八德/中和)-TC21710",待遇面議,"Super Micro Computer, Inc._美超微電腦股份有限公司",4000人,2年以上,不拘,電腦及其週邊設備製造業,雙北
10/12更新,資深Java程式設計師,待遇面議,德耀網通有限公司,30人,8年以上,Java,電腦軟體服務業,雙北
10/23更新,Java程式設計師(新竹),"月薪35,000~40,000元",全球集團_全球財務顧問有限公司,100人,不拘,不拘,工商顧問服務業,雙北
10/25更新,"D4000 Java軟體開發工程師",待遇面議,富邦媒體科技股份有限公司(富邦momo),2900人,2年以上,Linux、OOAD、Git、Java、Spring、Oracle、PL/SQL、PostgreSQL、Tomcat、jQuery、ReactJS,百貨相關業,雙北
10/27更新,JAVA軟體工程師(駐點)-ET-9607,待遇面議,宜眾資訊股份有限公司,90人,3年以上,"Java、Spring、ANSI SQL、MS SQL、PL/SQL、Tomcat",電腦系統整合服務業,雙北
10/16更新,"Java 工程師",待遇面議,宏碁資訊服務股份有限公司,300人,1年以上,Java、JSP、Spring、JavaScript、jQuery,電腦系統整合服務業,雙北
10/18更新,"Senior Java Backend Developer","年薪1,000,000~2,000,000元",鏈科股份有限公司,暫不提供,6年以上,Git、Java、MySQL、AWS,電子通訊╱電腦週邊零售業,雙北
10/02更新,Java資深工程師,待遇面議,晶日國際有限公司,30人,不拘,Java,電腦軟體服務業,雙北
10/25更新,"JAVA engineer (年薪百萬/大型專案/新技術)",待遇面議,碩誠國際股份有限公司,暫不提供,不拘,"Java、Spring、Struts、MS SQL、MySQL、Oracle、Tomcat、HTML、J2EE、JavaScript、jQuery、CSS",電腦軟體服務業,雙北
10/25更新,JAVA軟體工程師(內湖),"月薪38,000~48,000元",國眾電腦股份有限公司,376人,2年以上,"Servlets、Java、JSP、Spring、MS SQL、Tomcat、HTML、JavaScript、XML、CSS",電腦系統整合服務業,雙北
10/25更新,"Senior Java Software Programmer：資深Java軟體工程師","月薪50,000元以上","HUNG YANG SOFTWARE TECH. CO., LTD._鴻揚科技有限公司",160人,2年以上,不拘,電腦系統整合服務業,雙北
10/20更新,"[資深] Java REST API程式設計師","月薪50,000元以上",愛發科技有限公司,28人,2年以上,"Systems Analysis、Java、Spring",電腦系統整合服務業,雙北
